title,company,location,link
소프트웨어 엔지니어,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=d71794dc69947981
Cloud Support Engineer - Developer and Mobile Services,Amazon Web Services Korea LLC,서울,https://kr.indeed.com/viewjob?jk=930a6a7d80e095bc
[카카오 클라우드] 플랫폼 포털 개발자,카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=383d4c8a7156b52b
네트워크 자동화 개발자,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=5ff17b27cd83a1c0
Cloud Infrastructure (DevOps) Engineer,SendBird,서울,https://kr.indeed.com/viewjob?jk=4639db660bb6e345
TOAST Cloud 운영 및 기술지원,NHN,성남 판교역,https://kr.indeed.com/viewjob?jk=ad07d6a330fb619a
VP of Engineering,"Miso, inc",서울,https://kr.indeed.com/viewjob?jk=f5db97b4d95cbc04
이상탐지팀- 웹프로그래머,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=4a426e3ffacd161c
한글 Q&A 시스템 연구 개발 신입/경력사원,포티투마루,서울 봉천동,https://kr.indeed.com/viewjob?jk=6f88041c28b6c1ae
카카오 분석 플랫폼 경력 개발자,카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=8ae7c240ef7d5f0b
인프라 관리/운영 웹 애플리케이션 개발자,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=692486e7a2b0522e
Big Data Engineer,휴먼디지털,서울,https://kr.indeed.com/viewjob?jk=6863b8ecbee9cb28
Front end 개발자,브릭,성남 분당구,https://kr.indeed.com/viewjob?jk=cac18e6bcbee5a21
성장하는 핀테크 스타트업 BackEnd Developer 경력직,웨이브릿지,서울 강남구,https://kr.indeed.com/viewjob?jk=f8ee4cfdf4dd6934
백엔드 소프트웨어개발자(정규직),데이터킹,안양 동안구,https://kr.indeed.com/viewjob?jk=842eea1379230eed
NXLog팀 - 소프트웨어 엔지니어,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=c13abffb44505877
시스템 프로그래머,에너지 거래소 및 에너지데이터 중개,서울,https://kr.indeed.com/viewjob?jk=33fbfcd01ae23602
"모바일 앱 서버 개발(Java, Python)",휴먼디지털,서울,https://kr.indeed.com/viewjob?jk=16dff836029458af
[지니너스]연구개발 및 운영 정규직,지니너스 (GENINUS Inc.),서울 문정동,https://kr.indeed.com/viewjob?jk=037a5d6896bd0a39
디지털마케팅본부 수신상품 기획 및 전략수립 경력자,국내자본 저축은행,서울,https://kr.indeed.com/viewjob?jk=509e7ab10e54f962
저축은행 다이랙트마케팅팀 데이터분석,국내자본 저축은행,서울 구로구,https://kr.indeed.com/viewjob?jk=79da9b878d3d8709
[유펜솔루션] 웹 크롤러 개발자,유펜솔루션,서울 강남구,https://kr.indeed.com/viewjob?jk=d9acd7e11c3fdc65
서버 개발자,유명메신저회사,서울 강남구,https://kr.indeed.com/viewjob?jk=d319e2f1cf951024
데이터 분석가 (Business Intelligence Analyst),코스닥 상장 중견 게임기업,서울 강남구,https://kr.indeed.com/viewjob?jk=c1037225077ca4da
Operations Associate (운영팀원) - 한국,Beam,서울,https://kr.indeed.com/viewjob?jk=e58c6fe6fd87f03e
가상화폐 개발 경력자,휴먼디지털,서울,https://kr.indeed.com/viewjob?jk=eb524bae20ec458a
자바개발자 신규/경력직.,제이아이티코리아,서울 성동구,https://kr.indeed.com/viewjob?jk=ad9bf24a426e3913
Data Scientist,에너지 거래소 및 에너지데이터 중개,서울,https://kr.indeed.com/viewjob?jk=1622a08497f8c091
Senior Business Analyst (Retail Program Management),Coupang,서울,https://kr.indeed.com/viewjob?jk=7772fd53bc80acde
Principal Business Analysis (Growth Marketing Analytics),Coupang,서울,https://kr.indeed.com/viewjob?jk=2b8a63d6cc91a04c
"Principal, Business Analysis (Coupang Eats)",Coupang,서울,https://kr.indeed.com/viewjob?jk=2cca42ee0951d4be
데이터인프라개발팀 - 데이터 엔지니어,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=c499b3dde5c2e196
고성능 게임 피드백 서버 개발,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=952e0a8d9bac4aea
디지털LAB 신기술파트,국내자본 저축은행,서울 구로구,https://kr.indeed.com/viewjob?jk=d24428ed26f0b058
웹개발자와 펌웨어 엔지니어,후본,서울 양천구,https://kr.indeed.com/viewjob?jk=f115005b1868210b
저축은행 앱마케팅팀 데이터분석,국내자본 저축은행,서울 구로구,https://kr.indeed.com/viewjob?jk=0ab285258b1cb206
가상화폐 프로그래머,휴먼디지털,서울,https://kr.indeed.com/viewjob?jk=527ede840149154c
DX혁신부문 Tech Lab Senior Machine Learning & AI(Data professional) 정규직,이투스교육,서울 강남구,https://kr.indeed.com/viewjob?jk=9b09565fe78ef392
저축은행 소비자금융 Data Science 팀,국내자본 저축은행,서울 구로구,https://kr.indeed.com/viewjob?jk=cdf617324298bb9d
Data Scientist,해외송금 전문업체,서울 강남구,https://kr.indeed.com/viewjob?jk=485b1cd148dc524a
Software Engineer,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=49335253c9d14ed4
다크어벤저3 서버프로그래머 (경력3년이상),Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=9610a215e43c2810
TOAST Cloud 플랫폼 및 서비스 개발,NHN,성남 판교역,https://kr.indeed.com/viewjob?jk=ea2cf2a5e929b0ee
TOAST Cloud 사업기획/영업,NHN,성남 판교역,https://kr.indeed.com/viewjob?jk=6b86ea39985912b6
저축은행 디지털 LAB,국내자본 저축은행,서울 구로구,https://kr.indeed.com/viewjob?jk=a58b91ab3d74f02d
저축은행 소비자금융 Data Science,국내자본 저축은행,서울 구로구,https://kr.indeed.com/viewjob?jk=9cd311595b3e4bea
Operations Manager (운영팀장) - 한국,Beam,서울,https://kr.indeed.com/viewjob?jk=43bf0c7e2b10e9b5
저축은행 디지털뱅킹팀 데이터분석,국내자본 저축은행,서울 구로구,https://kr.indeed.com/viewjob?jk=51dcabafcf7a0bb0
저축은행 소비자금융본부 Data Science 팀,국내자본 저축은행,서울 구로구,https://kr.indeed.com/viewjob?jk=7376f377161ea4f2
저축은행 앱마케팅팀,국내자본 저축은행,서울 구로구,https://kr.indeed.com/viewjob?jk=35cefd4d91c7b366
저축은행 디지털뱅킹팀 데이터분석 경력,국내자본 저축은행,서울 구로구,https://kr.indeed.com/viewjob?jk=53ced11b1e0addce
운영(Business Operation Management) 경력자,유명메신저회사,서울 성동구,https://kr.indeed.com/viewjob?jk=caccb1d9be6bc918
WaveBridge BackEnd Developer 경력직,웨이브릿지,서울 강남구,https://kr.indeed.com/viewjob?jk=ea7a7ab6e15151c1
ICT 서비스본부 디지털LAB,국내자본 저축은행,서울 구로구,https://kr.indeed.com/viewjob?jk=e0751dcb592aa9cc
DevOps 엔지니어(과장~차장급),TV홈쇼핑,성남 판교역,https://kr.indeed.com/viewjob?jk=8af16ddc1e1a33b3
Fullstack SW개발자,신재생에너지 분야 솔루션기업,성남 판교역,https://kr.indeed.com/viewjob?jk=a2089ff8a19a429f
데이터 분석가 (Business Intelligence Analyst),코스닥 상장 중견 게임기업,서울 강남구,https://kr.indeed.com/viewjob?jk=c1037225077ca4da
